entry_id,player_id,event_id,timestamp,chance_of_playing_this_round,form,status,fixture_code,opposition_gf,opposition_ga,opposition,is_home,kickoff_time,points_h,points_a,minutes_h,minutes_a,goals_scored_h,goals_scored_a,assists_h,assists_a,clean_sheets_h,clean_sheets_a,goals_conceded_h,goals_conceded_a,yellow_cards_h,yellow_cards_a,red_cards_h,red_cards_a,bonus_h,bonus_a,influence_h,influence_a,creativity_h,creativity_a,threat_h,threat_a,points_1,points_2,points_3,minutes_1,minutes_2,minutes_3,opposition_strength,response
3517,669,37,2021-05-17 15:20:49,,0.0,a,368,1.25,1.14,18,0,2021-05-19 19:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,2.0,0
3518,674,37,2021-05-17 15:20:49,,0.0,a,368,1.25,1.14,18,0,2021-05-19 19:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,2.0,0
3519,453,37,2021-05-17 15:20:49,,0.0,a,363,1.06,1.42,7,0,2021-05-19 17:00:00,0.06,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,3.0,3
3520,454,37,2021-05-17 15:20:49,100.0,1.4,a,363,1.06,1.42,7,0,2021-05-19 17:00:00,1.89,1.94,60.11,70.83,0.06,0.0,0.0,0.06,0.17,0.17,0.78,1.28,0.06,0.11,0.06,0.0,0.17,0.06,12.84,11.92,17.83,17.56,2.67,3.44,2,2,0,90.0,90.0,0.0,3.0,2
3521,455,37,2021-05-17 15:20:49,100.0,3.2,a,363,1.06,1.42,7,0,2021-05-19 17:00:00,3.44,3.83,90.0,90.0,0.0,0.0,0.0,0.0,0.28,0.28,1.28,1.44,0.0,0.06,0.0,0.0,0.22,0.44,18.08,23.61,0.0,0.0,0.0,0.0,5,2,2,90.0,90.0,90.0,3.0,0
3522,456,37,2021-05-17 15:20:49,0.0,0.0,u,363,1.06,1.42,7,0,2021-05-19 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,3.0,0
3523,458,37,2021-05-17 15:20:49,75.0,1.2,a,363,1.06,1.42,7,0,2021-05-19 17:00:00,2.39,1.28,55.0,40.0,0.06,0.0,0.06,0.0,0.17,0.17,0.83,0.61,0.0,0.06,0.0,0.0,0.22,0.0,13.52,8.42,1.59,0.84,8.72,0.11,0,0,0,0.0,0.0,0.0,3.0,2
3524,459,37,2021-05-17 15:20:49,100.0,2.2,a,363,1.06,1.42,7,0,2021-05-19 17:00:00,2.61,3.11,83.5,90.0,0.0,0.06,0.0,0.0,0.28,0.28,1.22,1.44,0.11,0.17,0.0,0.0,0.06,0.33,15.67,21.31,1.38,0.79,1.0,3.72,1,1,2,90.0,90.0,90.0,3.0,2
3525,460,37,2021-05-17 15:20:49,0.0,0.0,i,363,1.06,1.42,7,0,2021-05-19 17:00:00,1.33,1.06,25.0,20.78,0.11,0.11,0.06,0.0,0.11,0.11,0.28,0.28,0.0,0.0,0.0,0.0,0.17,0.22,5.12,4.73,3.89,1.45,8.56,6.72,0,0,0,0.0,0.0,0.0,3.0,0
3526,461,37,2021-05-17 15:20:49,100.0,2.2,a,363,1.06,1.42,7,0,2021-05-19 17:00:00,2.67,2.78,63.72,65.0,0.06,0.11,0.0,0.0,0.22,0.22,1.06,1.06,0.06,0.06,0.0,0.0,0.39,0.22,15.4,16.41,2.93,1.89,8.17,10.78,1,0,2,90.0,0.0,90.0,3.0,0
3527,462,37,2021-05-17 15:20:49,0.0,0.0,i,363,1.06,1.42,7,0,2021-05-19 17:00:00,0.22,0.67,10.78,16.78,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.17,0.0,0.0,0.0,0.0,0.0,0.06,2.04,1.34,0.24,1.53,0.11,0.67,0,0,0,0.0,0.0,0.0,3.0,0
3528,463,37,2021-05-17 15:20:49,0.0,0.0,u,363,1.06,1.42,7,0,2021-05-19 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,3.0,0
3529,464,37,2021-05-17 15:20:49,100.0,2.0,a,363,1.06,1.42,7,0,2021-05-19 17:00:00,2.39,1.83,64.94,70.0,0.06,0.0,0.06,0.06,0.33,0.28,0.83,0.89,0.11,0.06,0.0,0.0,0.11,0.0,10.76,10.66,9.68,4.72,11.28,7.67,2,1,2,90.0,13.0,90.0,3.0,1
3530,465,37,2021-05-17 15:20:49,100.0,3.8,a,363,1.06,1.42,7,0,2021-05-19 17:00:00,2.56,2.5,65.67,74.56,0.06,0.06,0.17,0.06,0.17,0.22,1.06,1.11,0.17,0.06,0.0,0.0,0.17,0.11,12.96,12.06,20.52,19.99,18.44,13.61,2,8,2,90.0,29.0,90.0,3.0,2
3531,466,37,2021-05-17 15:20:49,100.0,1.4,a,363,1.06,1.42,7,0,2021-05-19 17:00:00,2.33,3.28,72.56,65.78,0.11,0.17,0.0,0.06,0.28,0.17,1.17,1.0,0.33,0.06,0.0,0.0,0.06,0.5,17.16,19.59,13.1,10.26,11.56,12.67,1,2,2,17.0,60.0,90.0,3.0,1
3532,467,37,2021-05-17 15:20:49,0.0,0.0,u,363,1.06,1.42,7,0,2021-05-19 17:00:00,0.0,0.06,0.0,1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0,0,0,0.0,0.0,0.0,3.0,0
3533,469,37,2021-05-17 15:20:49,100.0,1.4,i,363,1.06,1.42,7,0,2021-05-19 17:00:00,2.33,1.83,53.83,38.44,0.11,0.06,0.06,0.06,0.22,0.22,0.83,0.5,0.17,0.0,0.0,0.0,0.17,0.11,9.6,6.27,11.88,6.01,18.22,7.11,0,2,1,0.0,69.0,19.0,3.0,0
3534,470,37,2021-05-17 15:20:49,,0.4,a,363,1.06,1.42,7,0,2021-05-19 17:00:00,1.61,1.5,35.0,32.61,0.0,0.0,0.0,0.06,0.17,0.11,0.22,0.33,0.11,0.11,0.0,0.0,0.28,0.17,6.26,5.97,2.24,1.43,3.89,0.44,0,1,1,0.0,90.0,8.0,3.0,2
3535,471,37,2021-05-17 15:20:49,0.0,0.0,u,363,1.06,1.42,7,0,2021-05-19 17:00:00,0.06,0.0,4.56,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.91,0.11,1.29,0.0,0.0,0,0,0,0.0,0.0,0.0,3.0,0
3536,472,37,2021-05-17 15:20:49,0.0,0.0,u,363,1.06,1.42,7,0,2021-05-19 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,3.0,0
3537,473,37,2021-05-17 15:20:49,100.0,2.8,a,363,1.06,1.42,7,0,2021-05-19 17:00:00,0.89,0.22,11.78,5.44,0.06,0.0,0.0,0.0,0.0,0.0,0.17,0.11,0.0,0.0,0.0,0.0,0.17,0.0,2.93,0.91,2.88,2.43,3.78,0.22,2,10,1,72.0,90.0,10.0,3.0,2
3538,474,37,2021-05-17 15:20:49,0.0,0.0,i,363,1.06,1.42,7,0,2021-05-19 17:00:00,3.67,3.22,68.89,72.72,0.17,0.11,0.22,0.22,0.22,0.28,0.89,1.22,0.06,0.17,0.0,0.0,0.39,0.17,18.88,14.13,31.92,24.04,22.67,17.44,0,0,0,0.0,0.0,0.0,3.0,0
3539,475,37,2021-05-17 15:20:49,0.0,0.0,u,363,1.06,1.42,7,0,2021-05-19 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,3.0,0
3540,476,37,2021-05-17 15:20:49,,0.0,a,363,1.06,1.42,7,0,2021-05-19 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,3.0,0
3541,504,37,2021-05-17 15:20:49,,3.4,a,363,1.06,1.42,7,0,2021-05-19 17:00:00,1.83,1.78,36.28,28.83,0.11,0.11,0.06,0.06,0.0,0.0,0.61,0.83,0.06,0.06,0.0,0.0,0.11,0.17,5.78,6.11,4.79,3.51,17.78,19.33,2,5,8,81.0,90.0,90.0,3.0,2
3542,505,37,2021-05-17 15:20:49,25.0,0.0,a,363,1.06,1.42,7,0,2021-05-19 17:00:00,0.44,0.56,16.94,17.0,0.0,0.0,0.0,0.0,0.0,0.06,0.22,0.28,0.06,0.06,0.0,0.0,0.0,0.0,2.62,2.81,2.17,0.66,0.56,0.06,0,0,0,0.0,0.0,0.0,3.0,0
3543,515,37,2021-05-17 15:20:49,,1.6,a,363,1.06,1.42,7,0,2021-05-19 17:00:00,0.72,0.67,9.56,18.17,0.0,0.0,0.06,0.0,0.0,0.0,0.11,0.33,0.0,0.0,0.0,0.0,0.0,0.0,2.04,2.4,3.76,6.12,1.28,2.72,2,2,2,62.0,76.0,80.0,3.0,1
3544,545,37,2021-05-17 15:20:49,,0.6,a,363,1.06,1.42,7,0,2021-05-19 17:00:00,0.29,0.47,10.24,23.47,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.53,0.06,0.0,0.0,0.0,0.0,0.0,1.79,4.12,0.58,2.94,1.06,0.47,1,2,0,90.0,90.0,0.0,3.0,0
3545,546,37,2021-05-17 15:20:49,,3.0,a,363,1.06,1.42,7,0,2021-05-19 17:00:00,2.82,3.06,81.59,83.29,0.0,0.0,0.0,0.18,0.29,0.24,1.06,1.41,0.18,0.06,0.0,0.0,0.24,0.35,17.05,14.72,13.76,8.91,11.24,5.0,1,0,8,90.0,0.0,90.0,3.0,1
3546,553,37,2021-05-17 15:20:49,0.0,0.0,u,363,1.06,1.42,7,0,2021-05-19 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,3.0,0
3547,563,37,2021-05-17 15:20:49,100.0,2.0,a,363,1.06,1.42,7,0,2021-05-19 17:00:00,2.19,1.06,42.38,34.38,0.06,0.0,0.06,0.0,0.12,0.06,0.69,0.56,0.0,0.0,0.0,0.0,0.31,0.06,9.02,5.19,8.68,5.56,5.12,5.69,0,2,2,0.0,90.0,81.0,3.0,2
3548,581,37,2021-05-17 15:20:49,75.0,0.4,d,363,1.06,1.42,7,0,2021-05-19 17:00:00,0.31,0.25,3.25,8.31,0.0,0.0,0.06,0.0,0.0,0.0,0.06,0.31,0.0,0.06,0.0,0.0,0.0,0.0,2.11,0.28,1.42,0.19,0.5,1.62,0,0,2,0.0,0.0,70.0,3.0,0
3549,610,37,2021-05-17 15:20:49,,0.2,a,363,1.06,1.42,7,0,2021-05-19 17:00:00,0.0,0.08,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,1.26,0.0,0.0,1,0,0,8.0,0.0,0.0,3.0,0
3550,611,37,2021-05-17 15:20:49,,0.0,a,363,1.06,1.42,7,0,2021-05-19 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,3.0,0
3551,614,37,2021-05-17 15:20:49,,0.0,a,363,1.06,1.42,7,0,2021-05-19 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,3.0,0
3552,615,37,2021-05-17 15:20:49,,0.0,a,363,1.06,1.42,7,0,2021-05-19 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,3.0,0
3553,616,37,2021-05-17 15:20:49,,0.0,a,363,1.06,1.42,7,0,2021-05-19 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,3.0,0
3554,617,37,2021-05-17 15:20:49,,0.0,a,363,1.06,1.42,7,0,2021-05-19 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,3.0,0
3555,626,37,2021-05-17 15:20:49,0.0,0.0,u,363,1.06,1.42,7,0,2021-05-19 17:00:00,0.2,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0,0,0.0,0.0,0.0,3.0,0
3556,629,37,2021-05-17 15:20:49,,0.0,a,363,1.06,1.42,7,0,2021-05-19 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,3.0,0
3557,642,37,2021-05-17 15:20:49,100.0,2.6,a,363,1.06,1.42,7,0,2021-05-19 17:00:00,3.12,1.33,70.25,51.0,0.12,0.0,0.12,0.0,0.38,0.22,1.12,0.33,0.0,0.0,0.0,0.0,0.38,0.0,8.05,2.24,14.91,4.92,12.38,13.56,1,1,0,27.0,20.0,0.0,3.0,1
3558,649,37,2021-05-17 15:20:49,,0.0,a,363,1.06,1.42,7,0,2021-05-19 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,3.0,0
3559,1,38,2021-05-22 16:35:48,0.0,0.0,u,369,1.19,1.08,3,1,2021-05-23 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,3.0,0
3560,2,38,2021-05-22 16:35:48,0.0,0.0,u,369,1.19,1.08,3,1,2021-05-23 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,3.0,0
3561,3,38,2021-05-22 16:35:48,0.0,0.2,d,369,1.19,1.08,3,1,2021-05-23 15:00:00,1.44,0.79,37.06,38.37,0.0,0.05,0.0,0.0,0.17,0.0,0.33,0.74,0.06,0.0,0.0,0.05,0.0,0.0,5.84,7.65,1.81,0.75,2.94,4.79,0,0,0,0.0,0.0,0.0,3.0,0
3562,4,38,2021-05-22 16:35:48,100.0,4.0,a,369,1.19,1.08,3,1,2021-05-23 15:00:00,3.61,3.32,58.56,63.05,0.33,0.21,0.06,0.11,0.11,0.37,0.83,0.58,0.0,0.11,0.0,0.0,0.44,0.16,15.87,10.75,10.34,7.32,22.78,20.63,2,6,0,90.0,78.0,0.0,3.0,3
3563,5,38,2021-05-22 16:35:48,100.0,0.0,a,369,1.19,1.08,3,1,2021-05-23 15:00:00,1.17,0.37,22.78,17.58,0.0,0.0,0.06,0.0,0.11,0.0,0.33,0.26,0.06,0.0,0.0,0.0,0.17,0.0,3.52,2.49,3.37,2.85,2.39,1.21,0,0,0,0.0,0.0,0.0,3.0,0
3564,6,38,2021-05-22 16:35:48,100.0,0.4,a,369,1.19,1.08,3,1,2021-05-23 15:00:00,2.22,4.63,52.28,50.74,0.17,0.53,0.0,0.16,0.17,0.21,0.56,0.58,0.06,0.11,0.0,0.0,0.28,0.84,8.2,23.91,5.89,10.55,17.61,25.26,0,1,1,0.0,11.0,30.0,3.0,1
3565,7,38,2021-05-22 16:35:48,0.0,0.0,u,369,1.19,1.08,3,1,2021-05-23 15:00:00,0.11,0.05,2.33,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.21,0.06,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,3.0,0
3566,8,38,2021-05-22 16:35:48,100.0,2.8,a,369,1.19,1.08,3,1,2021-05-23 15:00:00,2.83,3.84,85.0,79.53,0.0,0.0,0.0,0.0,0.17,0.37,1.11,0.89,0.0,0.0,0.0,0.05,0.06,0.47,17.6,19.82,0.0,0.0,0.11,0.0,3,9,2,90.0,90.0,90.0,3.0,7
3567,9,38,2021-05-22 16:35:48,75.0,1.0,a,369,1.19,1.08,3,1,2021-05-23 15:00:00,1.78,1.84,63.11,68.05,0.06,0.0,0.06,0.05,0.17,0.32,0.72,0.74,0.17,0.21,0.06,0.0,0.06,0.0,12.51,10.98,6.68,9.02,3.94,3.21,1,0,0,12.0,0.0,0.0,3.0,3
3568,10,38,2021-05-22 16:35:48,100.0,1.6,a,369,1.19,1.08,3,1,2021-05-23 15:00:00,0.28,1.53,15.0,33.16,0.0,0.0,0.0,0.0,0.0,0.21,0.17,0.26,0.06,0.05,0.0,0.0,0.0,0.05,2.27,6.44,0.08,1.31,0.0,0.84,0,6,0,0.0,90.0,0.0,3.0,0
3569,11,38,2021-05-22 16:35:48,100.0,1.8,i,369,1.19,1.08,3,1,2021-05-23 15:00:00,2.56,2.53,57.78,55.21,0.06,0.0,0.11,0.05,0.11,0.26,0.78,0.53,0.22,0.21,0.0,0.0,0.5,0.42,12.12,7.61,9.92,9.12,7.44,5.16,0,1,0,0.0,22.0,0.0,3.0,0
3570,13,38,2021-05-22 16:35:48,100.0,2.2,a,369,1.19,1.08,3,1,2021-05-23 15:00:00,0.44,0.89,14.56,21.0,0.0,0.0,0.06,0.05,0.0,0.05,0.28,0.26,0.0,0.0,0.0,0.0,0.0,0.05,2.51,5.01,1.76,5.65,1.5,2.21,2,1,5,90.0,2.0,90.0,3.0,11
3571,14,38,2021-05-22 16:35:48,0.0,0.0,u,369,1.19,1.08,3,1,2021-05-23 15:00:00,0.11,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.3,0.0,0.22,0.0,0,0,0,0.0,0.0,0.0,3.0,0
3572,16,38,2021-05-22 16:35:48,100.0,2.6,a,369,1.19,1.08,3,1,2021-05-23 15:00:00,2.17,3.11,67.06,66.32,0.0,0.0,0.0,0.05,0.17,0.37,0.78,0.63,0.06,0.05,0.0,0.0,0.11,0.37,15.74,15.85,2.0,2.04,3.17,2.11,2,7,2,90.0,90.0,90.0,3.0,7
3573,17,38,2021-05-22 16:35:48,100.0,2.4,a,369,1.19,1.08,3,1,2021-05-23 15:00:00,1.61,3.21,53.44,65.63,0.0,0.05,0.11,0.11,0.06,0.32,0.72,0.74,0.11,0.11,0.0,0.0,0.06,0.16,8.89,14.98,11.72,14.47,4.94,5.58,5,6,1,77.0,90.0,27.0,3.0,6
3574,18,38,2021-05-22 16:35:48,100.0,5.6,a,369,1.19,1.08,3,1,2021-05-23 15:00:00,1.89,3.37,39.89,42.0,0.11,0.32,0.0,0.16,0.11,0.05,0.61,0.53,0.0,0.05,0.0,0.05,0.11,0.32,6.99,14.82,5.38,7.02,17.5,21.37,15,0,9,90.0,0.0,90.0,3.0,16
3575,19,38,2021-05-22 16:35:48,0.0,0.0,u,369,1.19,1.08,3,1,2021-05-23 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,3.0,0
3576,21,38,2021-05-22 16:35:48,100.0,0.0,a,369,1.19,1.08,3,1,2021-05-23 15:00:00,0.06,0.05,1.39,2.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.05,0.31,0.22,0.56,0.0,0,0,0,0.0,0.0,0.0,3.0,0
3577,22,38,2021-05-22 16:35:48,,0.4,a,369,1.19,1.08,3,1,2021-05-23 15:00:00,1.56,0.42,15.5,6.95,0.11,0.0,0.06,0.0,0.06,0.0,0.17,0.16,0.0,0.0,0.0,0.0,0.28,0.0,6.12,0.34,4.74,0.63,9.89,1.74,0,0,0,0.0,0.0,0.0,3.0,0
3578,23,38,2021-05-22 16:35:48,100.0,4.6,a,369,1.19,1.08,3,1,2021-05-23 15:00:00,2.11,1.74,39.61,34.32,0.06,0.05,0.17,0.11,0.28,0.16,0.22,0.32,0.0,0.0,0.0,0.0,0.0,0.16,8.24,5.78,12.09,6.27,6.28,5.32,2,11,8,90.0,90.0,62.0,3.0,3
3579,24,38,2021-05-22 16:35:48,100.0,2.4,a,369,1.19,1.08,3,1,2021-05-23 15:00:00,3.39,2.74,75.72,61.84,0.17,0.11,0.17,0.11,0.17,0.26,0.94,0.74,0.0,0.05,0.0,0.0,0.28,0.16,14.72,12.0,18.87,16.32,28.06,24.89,2,3,5,64.0,65.0,90.0,3.0,1
3580,25,38,2021-05-22 16:35:48,0.0,0.0,u,369,1.19,1.08,3,1,2021-05-23 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,3.0,0
3581,26,38,2021-05-22 16:35:48,100.0,2.8,a,369,1.19,1.08,3,1,2021-05-23 15:00:00,0.56,1.32,16.72,14.58,0.0,0.11,0.0,0.05,0.06,0.16,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,5.26,3.58,3.65,9.56,6.32,6,0,1,12.0,0.0,59.0,3.0,1
3582,27,38,2021-05-22 16:35:48,0.0,0.0,u,369,1.19,1.08,3,1,2021-05-23 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,3.0,0
3583,70,38,2021-05-22 16:35:48,100.0,1.2,n,369,1.19,1.08,3,1,2021-05-23 15:00:00,0.83,1.16,35.0,33.16,0.0,0.0,0.0,0.0,0.06,0.11,0.61,0.53,0.0,0.05,0.0,0.0,0.0,0.0,3.79,6.6,0.59,0.0,0.11,0.0,0,0,0,0.0,0.0,0.0,3.0,0
3584,478,38,2021-05-22 16:35:48,100.0,2.8,a,369,1.19,1.08,3,1,2021-05-23 15:00:00,1.56,2.63,30.94,44.26,0.06,0.0,0.06,0.32,0.0,0.16,0.44,0.47,0.0,0.0,0.0,0.0,0.17,0.32,6.63,7.2,12.39,16.41,4.28,7.95,0,0,10,0.0,0.0,90.0,3.0,0
3585,494,38,2021-05-22 16:35:48,100.0,3.4,a,369,1.19,1.08,3,1,2021-05-23 15:00:00,1.28,2.58,58.39,45.0,0.06,0.05,0.0,0.0,0.0,0.26,1.0,0.32,0.06,0.05,0.06,0.0,0.06,0.32,13.06,11.57,2.09,0.63,7.28,5.16,2,7,2,90.0,90.0,90.0,3.0,6
3586,501,38,2021-05-22 16:35:48,100.0,1.2,a,369,1.19,1.08,3,1,2021-05-23 15:00:00,2.17,1.21,53.5,34.0,0.0,0.0,0.17,0.05,0.11,0.21,0.72,0.21,0.11,0.11,0.0,0.0,0.33,0.05,12.59,7.01,14.59,8.41,6.22,1.53,0,0,1,0.0,0.0,75.0,3.0,0
3587,526,38,2021-05-22 16:35:48,100.0,3.4,a,369,1.19,1.08,3,1,2021-05-23 15:00:00,1.06,1.63,42.28,40.89,0.0,0.05,0.0,0.0,0.0,0.26,0.72,0.37,0.06,0.11,0.0,0.0,0.0,0.16,5.83,5.01,3.34,2.09,0.83,3.37,1,3,2,90.0,90.0,90.0,3.0,0
3588,527,38,2021-05-22 16:35:48,0.0,0.0,u,369,1.19,1.08,3,1,2021-05-23 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,3.0,0
3589,547,38,2021-05-22 16:35:48,100.0,0.0,a,369,1.19,1.08,3,1,2021-05-23 15:00:00,0.0,0.06,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,3.0,0
3590,567,38,2021-05-22 16:35:48,100.0,1.4,a,369,1.19,1.08,3,1,2021-05-23 15:00:00,1.25,1.41,38.62,48.29,0.0,0.0,0.06,0.06,0.12,0.18,0.44,0.65,0.06,0.24,0.0,0.0,0.0,0.0,7.8,9.16,7.34,4.38,2.5,3.94,2,2,1,77.0,90.0,14.0,3.0,3
3591,645,38,2021-05-22 16:35:48,100.0,2.2,a,369,1.19,1.08,3,1,2021-05-23 15:00:00,2.25,1.78,44.0,47.11,0.12,0.0,0.0,0.11,0.0,0.22,1.0,0.44,0.0,0.0,0.0,0.0,0.38,0.0,7.45,8.6,7.85,23.22,6.88,10.22,4,3,0,25.0,90.0,0.0,3.0,6
3592,689,38,2021-05-22 16:35:48,,0.0,a,369,1.19,1.08,3,1,2021-05-23 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,3.0,0
3593,12,38,2021-05-22 16:35:48,,3.5,a,370,1.27,1.19,5,1,2021-05-23 15:00:00,4.78,5.11,90.0,90.0,0.0,0.0,0.0,0.0,0.39,0.42,1.44,1.0,0.0,0.0,0.0,0.0,0.67,0.79,25.7,29.63,0.0,1.05,0.0,0.0,3,2,10,90.0,90.0,90.0,4.0,3
